date,species,trap,latitude,longitude,wnvpresent,nummosquitos,year,month,day
2009-08-13,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,0,17,2009,08,13
2009-08-13,CULEX RESTUANS,T073,41.773215,-87.60088,0,10,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.68826700000001,0,4,2009,08,13
2009-08-13,CULEX RESTUANS,T160,41.903002,-87.68826700000001,1,1,2009,08,13
2009-08-13,CULEX PIPIENS,T048,41.867108,-87.654224,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,0,8,2009,08,13
2009-08-13,CULEX RESTUANS,T048,41.867108,-87.654224,0,11,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T230,41.904194,-87.756155,0,5,2009,08,13
2009-08-13,CULEX RESTUANS,T230,41.904194,-87.756155,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T039,41.911823999999996,-87.726737,0,1,2009,08,13
2009-08-13,CULEX RESTUANS,T039,41.911823999999996,-87.726737,0,1,2009,08,13
2009-08-13,CULEX PIPIENS,T094,41.720848,-87.666014,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,0,19,2009,08,13
2009-08-13,CULEX RESTUANS,T094,41.720848,-87.666014,0,1,2009,08,13
2009-08-13,CULEX PIPIENS,T054,41.921965,-87.632085,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,0,1,2009,08,13
2009-08-13,CULEX RESTUANS,T054,41.921965,-87.632085,0,1,2009,08,13
2009-08-13,CULEX PIPIENS,T069,41.768388,-87.678649,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,0,2,2009,08,13
2009-08-13,CULEX RESTUANS,T069,41.768388,-87.678649,0,1,2009,08,13
2009-08-13,CULEX PIPIENS,T128,41.704572,-87.56566600000001,0,2,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.56566600000001,0,2,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,0,7,2009,08,13
2009-08-13,CULEX RESTUANS,T152,41.846075,-87.716277,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,0,3,2009,08,13
2009-08-13,CULEX RESTUANS,T046,41.891118,-87.65449100000001,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,0,1,2009,08,13
2009-08-13,CULEX RESTUANS,T147,41.932094,-87.700117,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,0,1,2009,08,13
2009-08-13,CULEX RESTUANS,T144,41.94016,-87.794896,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.70373599999999,0,4,2009,08,13
2009-08-13,CULEX PIPIENS,T158,41.682587,-87.707973,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,0,10,2009,08,13
2009-08-13,CULEX RESTUANS,T158,41.682587,-87.707973,0,1,2009,08,13
2009-08-13,CULEX PIPIENS,T011,41.944869,-87.832763,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,0,6,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,0,4,2009,08,13
2009-08-13,CULEX RESTUANS,T218,41.948167,-87.730698,0,6,2009,08,13
2009-08-13,CULEX PIPIENS,T063,41.82561,-87.726549,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T063,41.82561,-87.726549,0,3,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.66634300000001,0,3,2009,08,13
2009-08-13,CULEX RESTUANS,T074,41.822536,-87.66634300000001,0,2,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T221,41.659112,-87.53869300000001,0,5,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999999,0,8,2009,08,13
2009-08-13,CULEX RESTUANS,T135,41.662014,-87.72460799999999,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,0,7,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,0,9,2009,08,13
2009-08-13,CULEX RESTUANS,T003,41.964242,-87.757639,0,2,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T031,41.801497999999995,-87.763416,0,15,2009,08,13
2009-08-13,CULEX RESTUANS,T031,41.801497999999995,-87.763416,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T082,41.803422999999995,-87.642984,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T223,41.973845000000004,-87.805059,0,8,2009,08,13
2009-08-13,CULEX RESTUANS,T223,41.973845000000004,-87.805059,0,3,2009,08,13
2009-08-13,CULEX PIPIENS,T114,41.798697,-87.736812,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,0,6,2009,08,13
2009-08-13,CULEX RESTUANS,T114,41.798697,-87.736812,0,3,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,0,2,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T017,41.960615999999995,-87.777189,0,1,2009,08,13
2009-08-13,CULEX PIPIENS,T012,41.991429,-87.747113,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,0,5,2009,08,13
2009-08-13,CULEX RESTUANS,T066,41.77166,-87.703047,0,1,2009,08,13
2009-08-13,CULEX RESTUANS,T151,41.916265,-87.800515,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999999,0,3,2009,08,13
2009-08-13,CULEX RESTUANS,T148,42.01743,-87.68776899999999,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,0,2,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T225,41.743402,-87.731435,0,1,2009,08,13
2009-08-13,CULEX RESTUANS,T225,41.743402,-87.731435,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T065,41.778296999999995,-87.752411,0,2,2009,08,13
2009-08-13,CULEX RESTUANS,T065,41.778296999999995,-87.752411,0,1,2009,08,13
2009-08-13,CULEX PIPIENS,T900,41.974689,-87.890615,0,4,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,168,2009,08,13
2009-08-13,CULEX RESTUANS,T900,41.974689,-87.890615,0,49,2009,08,13
2009-08-13,CULEX SALINARIUS,T900,41.974689,-87.890615,0,1,2009,08,13
2009-08-13,CULEX PIPIENS,T903,41.957799,-87.930995,0,3,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,0,9,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T209,41.740641,-87.546587,0,9,2009,08,13
2009-08-13,CULEX RESTUANS,T209,41.740641,-87.546587,0,2,2009,08,13
2009-08-13,CULEX PIPIENS,T102,41.750498,-87.605294,0,3,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,0,10,2009,08,13
2009-08-13,CULEX PIPIENS,T115,41.673408,-87.599862,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,0,2,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T138,41.726465000000005,-87.585413,0,3,2009,08,13
2009-08-13,CULEX RESTUANS,T138,41.726465000000005,-87.585413,0,1,2009,08,13
2009-08-13,CULEX PIPIENS,T200,41.678618,-87.559308,0,3,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,0,54,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T089,41.723195000000004,-87.64997,0,1,2009,08,13
2009-08-13,CULEX PIPIENS,T090,41.868077,-87.666901,0,1,2009,08,13
2009-08-13,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,1,29,2009,08,13
2009-08-13,CULEX RESTUANS,T090,41.868077,-87.666901,0,5,2009,08,13
2009-08-25,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.68826700000001,0,6,2009,08,25
2009-08-25,CULEX PIPIENS,T048,41.867108,-87.654224,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,0,1,2009,08,25
2009-08-25,CULEX RESTUANS,T048,41.867108,-87.654224,0,5,2009,08,25
2009-08-25,CULEX RESTUANS,T230,41.904194,-87.756155,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,0,2,2009,08,25
2009-08-25,CULEX RESTUANS,T094,41.720848,-87.666014,0,2,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T224,41.947227000000005,-87.67145699999999,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,0,6,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,0,2,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.56566600000001,0,3,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,0,3,2009,08,25
2009-08-25,CULEX TERRITANS,T046,41.891118,-87.65449100000001,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,0,2,2009,08,25
2009-08-25,CULEX RESTUANS,T043,41.857402,-87.694991,0,1,2009,08,25
2009-08-25,CULEX PIPIENS,T144,41.94016,-87.794896,0,2,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,0,69,2009,08,25
2009-08-25,CULEX RESTUANS,T144,41.94016,-87.794896,0,9,2009,08,25
2009-08-25,CULEX PIPIENS,T011,41.944869,-87.832763,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,0,50,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,1,26,2009,08,25
2009-08-25,CULEX RESTUANS,T011,41.944869,-87.832763,0,17,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,0,1,2009,08,25
2009-08-25,CULEX PIPIENS,T063,41.82561,-87.726549,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T228,41.951865999999995,-87.72505699999999,0,2,2009,08,25
2009-08-25,CULEX RESTUANS,T228,41.951865999999995,-87.72505699999999,0,3,2009,08,25
2009-08-25,CULEX PIPIENS,T221,41.659112,-87.53869300000001,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T221,41.659112,-87.53869300000001,1,4,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,0,14,2009,08,25
2009-08-25,CULEX RESTUANS,T002,41.95469,-87.800991,0,7,2009,08,25
2009-08-25,CULEX PIPIENS,T220,41.963976,-87.69181,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T031,41.801497999999995,-87.763416,0,3,2009,08,25
2009-08-25,CULEX PIPIENS,T223,41.973845000000004,-87.805059,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T223,41.973845000000004,-87.805059,0,20,2009,08,25
2009-08-25,CULEX RESTUANS,T223,41.973845000000004,-87.805059,0,4,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,0,1,2009,08,25
2009-08-25,CULEX RESTUANS,T028,41.986921,-87.689778,0,2,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,0,2,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.81150600000001,0,1,2009,08,25
2009-08-25,CULEX RESTUANS,T148,42.01743,-87.68776899999999,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,0,2,2009,08,25
2009-08-25,CULEX PIPIENS,T225,41.743402,-87.731435,0,7,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T225,41.743402,-87.731435,0,15,2009,08,25
2009-08-25,CULEX RESTUANS,T225,41.743402,-87.731435,0,5,2009,08,25
2009-08-25,CULEX PIPIENS,T009,41.992478000000006,-87.862995,0,3,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T009,41.992478000000006,-87.862995,1,42,2009,08,25
2009-08-25,CULEX RESTUANS,T009,41.992478000000006,-87.862995,0,6,2009,08,25
2009-08-25,CULEX PIPIENS,T900,41.974689,-87.890615,0,15,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,131,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,1,50,2009,08,25
2009-08-25,CULEX RESTUANS,T900,41.974689,-87.890615,0,15,2009,08,25
2009-08-25,CULEX PIPIENS,T903,41.957799,-87.930995,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,0,18,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,1,50,2009,08,25
2009-08-25,CULEX RESTUANS,T903,41.957799,-87.930995,1,14,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,1,1,2009,08,25
2009-08-25,CULEX RESTUANS,T115,41.673408,-87.599862,0,1,2009,08,25
2009-08-25,CULEX PIPIENS,T200,41.678618,-87.559308,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,0,15,2009,08,25
2009-08-25,CULEX TARSALIS,T200,41.678618,-87.559308,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T089,41.723195000000004,-87.64997,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T229,41.753411,-87.63981700000001,0,1,2009,08,25
2009-08-25,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,9,2009,08,25
2009-08-27,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,0,11,2009,08,27
2009-08-27,CULEX RESTUANS,T073,41.773215,-87.60088,0,2,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.68826700000001,0,1,2009,08,27
2009-08-27,CULEX RESTUANS,T049,41.896282,-87.655232,0,1,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T230,41.904194,-87.756155,0,1,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,0,4,2009,08,27
2009-08-27,CULEX PIPIENS,T094,41.720848,-87.666014,0,1,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T224,41.947227000000005,-87.67145699999999,0,1,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,0,2,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,0,1,2009,08,27
2009-08-27,CULEX PIPIENS,T144,41.94016,-87.794896,0,1,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,0,1,2009,08,27
2009-08-27,CULEX RESTUANS,T144,41.94016,-87.794896,0,2,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.70373599999999,0,2,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188000000001,0,1,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,0,2,2009,08,27
2009-08-27,CULEX PIPIENS,T212,41.680946,-87.535198,0,1,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,0,3,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T228,41.951865999999995,-87.72505699999999,0,1,2009,08,27
2009-08-27,CULEX RESTUANS,T228,41.951865999999995,-87.72505699999999,0,2,2009,08,27
2009-08-27,CULEX PIPIENS,T074,41.822536,-87.66634300000001,0,1,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.66634300000001,0,1,2009,08,27
2009-08-27,CULEX PIPIENS,T221,41.659112,-87.53869300000001,0,1,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T221,41.659112,-87.53869300000001,0,4,2009,08,27
2009-08-27,CULEX PIPIENS,T135,41.662014,-87.72460799999999,0,1,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,0,2,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T031,41.801497999999995,-87.763416,0,1,2009,08,27
2009-08-27,CULEX RESTUANS,T031,41.801497999999995,-87.763416,0,1,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T017,41.960615999999995,-87.777189,0,1,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,0,1,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,0,1,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,0,1,2009,08,27
2009-08-27,CULEX RESTUANS,T079,41.766202,-87.562889,0,1,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.81150600000001,0,1,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,0,1,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T225,41.743402,-87.731435,0,9,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T159,41.732984,-87.649642,0,1,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T009,41.992478000000006,-87.862995,0,2,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,63,2009,08,27
2009-08-27,CULEX RESTUANS,T900,41.974689,-87.890615,0,8,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,0,2,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T209,41.740641,-87.546587,0,14,2009,08,27
2009-08-27,CULEX RESTUANS,T209,41.740641,-87.546587,0,2,2009,08,27
2009-08-27,CULEX PIPIENS,T115,41.673408,-87.599862,0,2,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,0,3,2009,08,27
2009-08-27,CULEX PIPIENS,T138,41.726465000000005,-87.585413,0,1,2009,08,27
2009-08-27,CULEX PIPIENS,T200,41.678618,-87.559308,0,2,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,0,4,2009,08,27
2009-08-27,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,2,2009,08,27
2009-09-03,CULEX PIPIENS,T073,41.773215,-87.60088,0,2,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,0,2,2009,09,03
2009-09-03,CULEX RESTUANS,T073,41.773215,-87.60088,0,1,2009,09,03
2009-09-03,CULEX PIPIENS,T048,41.867108,-87.654224,0,1,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,0,2,2009,09,03
2009-09-03,CULEX RESTUANS,T048,41.867108,-87.654224,0,3,2009,09,03
2009-09-03,CULEX RESTUANS,T047,41.868142,-87.696269,0,1,2009,09,03
2009-09-03,CULEX PIPIENS,T061,41.801179,-87.679447,0,1,2009,09,03
2009-09-03,CULEX RESTUANS,T061,41.801179,-87.679447,0,2,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,0,3,2009,09,03
2009-09-03,CULEX RESTUANS,T069,41.768388,-87.678649,0,2,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,0,2,2009,09,03
2009-09-03,CULEX RESTUANS,T046,41.891118,-87.65449100000001,0,2,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,0,3,2009,09,03
2009-09-03,CULEX RESTUANS,T144,41.94016,-87.794896,0,1,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188000000001,0,1,2009,09,03
2009-09-03,CULEX RESTUANS,T212,41.680946,-87.535198,0,1,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T221,41.659112,-87.53869300000001,0,1,2009,09,03
2009-09-03,CULEX RESTUANS,T221,41.659112,-87.53869300000001,0,1,2009,09,03
2009-09-03,CULEX PIPIENS,T081,41.821582,-87.62779599999999,0,2,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999999,0,1,2009,09,03
2009-09-03,CULEX RESTUANS,T135,41.662014,-87.72460799999999,0,1,2009,09,03
2009-09-03,CULEX SALINARIUS,T135,41.662014,-87.72460799999999,0,1,2009,09,03
2009-09-03,CULEX RESTUANS,T082,41.803422999999995,-87.642984,0,1,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,0,1,2009,09,03
2009-09-03,CULEX RESTUANS,T114,41.798697,-87.736812,0,3,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,0,1,2009,09,03
2009-09-03,CULEX PIPIENS,T079,41.766202,-87.562889,0,2,2009,09,03
2009-09-03,CULEX RESTUANS,T079,41.766202,-87.562889,0,3,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999999,0,1,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T225,41.743402,-87.731435,0,13,2009,09,03
2009-09-03,CULEX RESTUANS,T225,41.743402,-87.731435,0,2,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T159,41.732984,-87.649642,0,1,2009,09,03
2009-09-03,CULEX RESTUANS,T159,41.732984,-87.649642,0,5,2009,09,03
2009-09-03,CULEX TERRITANS,T159,41.732984,-87.649642,0,1,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T145,41.878114000000004,-87.629798,0,1,2009,09,03
2009-09-03,CULEX SALINARIUS,T145,41.878114000000004,-87.629798,0,1,2009,09,03
2009-09-03,CULEX PIPIENS,T900,41.974689,-87.890615,0,2,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,0,19,2009,09,03
2009-09-03,CULEX RESTUANS,T900,41.974689,-87.890615,0,4,2009,09,03
2009-09-03,CULEX RESTUANS,T900,41.974689,-87.890615,1,5,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,0,3,2009,09,03
2009-09-03,CULEX RESTUANS,T903,41.957799,-87.930995,0,1,2009,09,03
2009-09-03,CULEX PIPIENS,T209,41.740641,-87.546587,0,3,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T209,41.740641,-87.546587,0,3,2009,09,03
2009-09-03,CULEX RESTUANS,T209,41.740641,-87.546587,0,2,2009,09,03
2009-09-03,CULEX PIPIENS,T138,41.726465000000005,-87.585413,0,1,2009,09,03
2009-09-03,CULEX RESTUANS,T138,41.726465000000005,-87.585413,0,1,2009,09,03
2009-09-03,CULEX PIPIENS,T200,41.678618,-87.559308,0,4,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,0,4,2009,09,03
2009-09-03,CULEX RESTUANS,T200,41.678618,-87.559308,0,3,2009,09,03
2009-09-03,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,0,1,2009,09,03
2009-09-14,CULEX PIPIENS,T073,41.773215,-87.60088,0,3,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,0,15,2009,09,14
2009-09-14,CULEX RESTUANS,T073,41.773215,-87.60088,0,4,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,0,1,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,0,9,2009,09,14
2009-09-14,CULEX RESTUANS,T048,41.867108,-87.654224,0,5,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,0,2,2009,09,14
2009-09-14,CULEX RESTUANS,T049,41.896282,-87.655232,0,2,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T230,41.904194,-87.756155,1,8,2009,09,14
2009-09-14,CULEX PIPIENS,T033,41.906638,-87.701431,0,1,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,0,3,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T153,41.907645,-87.760886,0,4,2009,09,14
2009-09-14,CULEX RESTUANS,T153,41.907645,-87.760886,0,1,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T039,41.911823999999996,-87.726737,0,1,2009,09,14
2009-09-14,CULEX RESTUANS,T039,41.911823999999996,-87.726737,0,1,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,0,1,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T224,41.947227000000005,-87.67145699999999,0,1,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,0,11,2009,09,14
2009-09-14,CULEX RESTUANS,T054,41.921965,-87.632085,0,2,2009,09,14
2009-09-14,CULEX PIPIENS,T061,41.801179,-87.679447,0,1,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,0,2,2009,09,14
2009-09-14,CULEX PIPIENS,T128,41.704572,-87.56566600000001,0,1,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.56566600000001,0,1,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,0,3,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,0,1,2009,09,14
2009-09-14,CULEX RESTUANS,T147,41.932094,-87.700117,0,2,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,0,1,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,0,19,2009,09,14
2009-09-14,CULEX RESTUANS,T144,41.94016,-87.794896,0,1,2009,09,14
2009-09-14,CULEX PIPIENS,T095,41.704336,-87.70373599999999,0,1,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.70373599999999,0,1,2009,09,14
2009-09-14,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,1,9,2009,09,14
