date,station_1,tmax_1,tmin_1,tavg_1,depart_1,dewpoint_1,wetbulb_1,heat_1,cool_1,sunrise_1,sunset_1,preciptotal_1,stnpressure_1,sealevel_1,resultspeed_1,resultdir_1,avgspeed_1,year,month,day,station_2,tmax_2,tmin_2,tavg_2,depart_2,dewpoint_2,wetbulb_2,heat_2,cool_2,sunrise_2,sunset_2,preciptotal_2,stnpressure_2,sealevel_2,resultspeed_2,resultdir_2,avgspeed_2,precip_avg,14day_precip,28day_precip,90day_precip,temp_avg,14day_tavg,28day_tavg,90day_tavg,tmin_avg,14day_tmin,28day_tmin,tmax_avg,14day_tmax,28day_tmax,dew_avg,14day_dew,28day_dew
2010-06-27,1,85,72,79.0,8.0,70,73.0,0.0,14.0,418.0,1931.0,0.54,28.9,29.62,7.4,24,9.1,2010,6,27,2,87,72,80.0,9.0,69,72.0,0.0,15.0,418.0,1931.0,0.88,28.95,29.6,8.5,24,10.0,0.71,4.354999999999995,7.844999999999993,18.445000000000004,79.5,75.07142857142857,72.17857142857143,60.78333333333333,72.0,60.5,55.0,86.0,90.5,90.5,69.5,63.92857142857143,61.19642857142857
2010-06-28,1,82,63,73.0,2.0,59,65.0,0.0,8.0,419.0,1931.0,0.0,29.08,29.76,9.4,31,11.3,2010,6,28,2,82,65,74.0,3.0,59,65.0,0.0,9.0,419.0,1931.0,0.0,29.13,29.74,9.1,31,11.7,0.0,4.344999999999995,6.929999999999993,18.445000000000004,73.5,75.60714285714286,72.14285714285714,60.98888888888889,64.0,60.5,55.0,82.0,90.5,90.5,59.0,63.785714285714285,61.0
2010-06-29,1,75,59,67.0,-4.0,53,59.0,0.0,2.0,419.0,1931.0,0.0,29.41,30.09,6.2,4,7.5,2010,6,29,2,73,62,68.0,-3.0,52,59.0,0.0,3.0,419.0,1931.0,0.0,29.46,30.07,6.7,6,8.6,0.0,3.6099999999999954,6.929999999999993,17.705000000000005,67.5,75.42857142857143,71.89285714285714,61.172222222222224,60.5,60.5,55.0,74.0,90.5,90.5,52.5,62.857142857142854,60.642857142857146
2010-06-30,1,75,56,66.0,-6.0,50,57.0,0.0,1.0,419.0,1931.0,0.0,29.54,30.25,3.7,4,6.0,2010,6,30,2,76,57,67.0,-5.0,50,57.0,0.0,2.0,419.0,1931.0,0.0,29.6,30.23,3.9,5,6.6,0.0,3.6099999999999954,5.7699999999999925,17.515000000000004,66.5,74.85714285714286,71.85714285714286,61.333333333333336,56.5,56.5,55.0,75.5,90.5,90.5,50.0,62.107142857142854,60.25
2010-07-01,1,77,55,66.0,-6.0,48,57.0,0.0,1.0,420.0,1931.0,0.0,29.59,30.33,5.0,9,5.5,2010,7,1,2,77,58,68.0,-4.0,47,57.0,0.0,3.0,420.0,1931.0,0.0,29.65,30.31,6.2,10,6.0,0.0,3.6099999999999954,5.7699999999999925,17.445000000000004,67.0,74.28571428571429,71.94642857142857,61.49444444444445,56.5,56.5,55.0,77.0,90.5,90.5,47.5,61.107142857142854,60.30357142857143
2010-07-02,1,83,59,71.0,-1.0,53,61.0,0.0,6.0,420.0,1931.0,0.0,29.47,30.2,7.9,19,8.1,2010,7,2,2,83,62,73.0,1.0,50,60.0,0.0,8.0,420.0,1931.0,0.0,29.52,30.19,7.5,18,7.9,0.0,2.8449999999999953,5.7699999999999925,17.445000000000004,72.0,73.78571428571429,71.98214285714286,61.705555555555556,60.5,56.5,55.0,83.0,87.5,90.5,51.5,60.07142857142857,60.017857142857146
2010-07-03,1,87,60,74.0,2.0,56,63.0,0.0,9.0,421.0,1931.0,0.0,29.31,30.04,8.5,20,9.0,2010,7,3,2,87,64,76.0,4.0,54,63.0,0.0,11.0,421.0,1931.0,0.0,29.36,30.02,8.1,20,8.4,0.0,2.8449999999999953,5.439999999999992,17.445000000000004,75.0,73.71428571428571,72.16071428571429,61.955555555555556,62.0,56.5,55.0,87.0,87.5,90.5,55.0,59.67857142857143,59.69642857142857
2010-07-04,1,91,68,80.0,8.0,66,71.0,0.0,15.0,422.0,1930.0,0.0,29.2,29.91,10.2,22,10.5,2010,7,4,2,92,72,82.0,10.0,65,71.0,0.0,17.0,422.0,1930.0,0.03,29.26,29.9,10.2,22,10.7,0.015,2.8599999999999954,5.454999999999992,17.420000000000005,81.0,74.25,72.67857142857143,62.23888888888889,70.0,56.5,55.0,91.5,91.5,91.5,65.5,60.035714285714285,60.089285714285715
2010-07-05,1,91,78,85.0,13.0,64,71.0,0.0,20.0,422.0,1930.0,0.0,29.2,29.9,15.0,20,15.3,2010,7,5,2,90,79,85.0,13.0,63,70.0,0.0,20.0,422.0,1930.0,0.0,29.26,29.88,13.0,20,13.3,0.0,2.5499999999999954,5.454999999999992,17.420000000000005,85.0,74.85714285714286,73.48214285714286,62.59444444444444,78.5,56.5,56.5,90.5,91.5,91.5,63.5,59.857142857142854,60.625
2010-07-06,1,90,73,82.0,10.0,69,73.0,0.0,17.0,423.0,1930.0,0.37,29.26,29.96,8.4,22,9.0,2010,7,6,2,91,75,83.0,11.0,68,72.0,0.0,18.0,423.0,1930.0,0.04,29.33,29.95,9.0,23,10.2,0.205,2.7549999999999955,5.2699999999999925,17.495000000000005,82.5,75.21428571428571,74.17857142857143,62.955555555555556,74.0,56.5,56.5,90.5,91.5,91.5,68.5,59.892857142857146,61.035714285714285
2010-07-07,1,93,71,82.0,10.0,70,73.0,0.0,17.0,423.0,1930.0,0.2,29.34,30.03,3.5,23,6.3,2010,7,7,2,94,72,83.0,11.0,69,73.0,0.0,18.0,423.0,1930.0,0.05,29.39,30.01,4.8,24,5.5,0.125,1.8299999999999954,5.3949999999999925,17.175000000000004,82.5,75.57142857142857,74.46428571428571,63.361111111111114,71.5,56.5,56.5,93.5,93.5,93.5,69.5,59.892857142857146,61.535714285714285
2010-07-08,1,88,73,81.0,8.0,70,73.0,0.0,16.0,424.0,1929.0,0.16,29.27,29.99,2.7,32,5.4,2010,7,8,2,87,74,81.0,8.0,69,72.0,0.0,16.0,424.0,1929.0,0.15,29.33,29.97,0.5,34,4.7,0.155,1.9849999999999954,5.549999999999993,17.330000000000005,81.0,76.07142857142857,74.92857142857143,63.81111111111111,73.5,56.5,56.5,87.5,93.5,93.5,69.5,60.607142857142854,62.089285714285715
2010-07-09,1,88,70,79.0,6.0,59,67.0,0.0,14.0,425.0,1929.0,0.0,29.26,29.98,6.3,36,7.5,2010,7,9,2,87,72,80.0,7.0,59,67.0,0.0,15.0,425.0,1929.0,0.0,29.32,29.96,4.9,2,6.5,0.0,1.9849999999999954,5.334999999999993,17.330000000000005,79.5,76.46428571428571,75.03571428571429,64.28333333333333,71.0,56.5,56.5,87.5,93.5,93.5,59.0,60.42857142857143,61.80357142857143
2010-07-10,1,89,69,79.0,6.0,61,68.0,0.0,14.0,425.0,1929.0,0.0,29.23,29.95,6.3,28,8.0,2010,7,10,2,89,69,79.0,6.0,59,67.0,0.0,14.0,425.0,1929.0,0.01,29.29,29.93,4.1,27,7.1,0.005,1.2149999999999954,5.109999999999992,17.315000000000005,79.0,76.53571428571429,75.35714285714286,64.65555555555555,69.0,56.5,56.5,89.0,93.5,93.5,60.0,60.035714285714285,61.69642857142857
2010-07-11,1,85,66,76.0,3.0,63,67.0,0.0,11.0,426.0,1928.0,0.79,29.08,29.81,5.6,23,7.8,2010,7,11,2,85,67,76.0,3.0,62,67.0,0.0,11.0,426.0,1928.0,0.77,29.13,29.79,6.4,21,6.7,0.78,1.2849999999999955,5.639999999999993,18.095000000000006,76.0,76.28571428571429,75.67857142857143,65.03888888888889,66.5,56.5,56.5,85.0,93.5,93.5,62.5,59.535714285714285,61.732142857142854
2010-07-12,1,84,65,75.0,2.0,65,68.0,0.0,10.0,427.0,1928.0,0.01,29.05,29.76,1.7,35,3.9,2010,7,12,2,84,65,75.0,2.0,64,68.0,0.0,10.0,427.0,1928.0,0.01,29.11,29.74,1.1,4,4.6,0.01,1.2949999999999955,5.639999999999993,18.075000000000006,75.0,76.39285714285714,76.0,65.37222222222222,65.0,56.5,56.5,84.0,93.5,93.5,64.5,59.92857142857143,61.857142857142854
2010-07-13,1,84,70,77.0,4.0,65,69.0,0.0,12.0,428.0,1927.0,0.17,29.18,29.87,5.4,10,6.1,2010,7,13,2,84,71,78.0,5.0,64,68.0,0.0,13.0,428.0,1927.0,0.02,29.24,29.85,6.2,9,6.9,0.095,1.3899999999999955,4.999999999999992,17.860000000000007,77.5,77.10714285714286,76.26785714285714,65.75555555555556,70.5,56.5,56.5,84.0,93.5,93.5,64.5,60.785714285714285,61.82142857142857
2010-07-14,1,90,70,80.0,7.0,71,74.0,0.0,15.0,428.0,1927.0,0.0,29.25,29.96,9.2,17,10.1,2010,7,14,2,91,72,82.0,9.0,69,73.0,0.0,17.0,428.0,1927.0,0.0,29.31,29.94,8.6,18,9.2,0.0,1.3899999999999955,4.999999999999992,17.800000000000008,81.0,78.14285714285714,76.5,66.18333333333334,71.0,56.5,56.5,90.5,93.5,93.5,70.0,62.214285714285715,62.160714285714285
2010-07-15,1,90,71,81.0,7.0,69,73.0,0.0,16.0,429.0,1926.0,0.01,29.21,29.91,7.0,27,10.1,2010,7,15,2,92,73,83.0,9.0,69,73.0,0.0,18.0,429.0,1926.0,0.0,29.26,29.89,7.9,25,10.3,0.005,1.3949999999999954,5.004999999999992,17.795000000000005,82.0,79.21428571428571,76.75,66.59444444444445,72.0,60.5,56.5,91.0,93.5,93.5,69.0,63.75,62.42857142857143
2010-07-16,1,90,67,79.0,5.0,62,68.0,0.0,14.0,430.0,1925.0,0.0,29.23,29.95,7.4,25,8.1,2010,7,16,2,90,68,79.0,5.0,60,68.0,0.0,14.0,430.0,1925.0,0.0,29.29,29.93,6.6,25,7.9,0.0,1.3949999999999954,4.239999999999992,17.795000000000005,79.0,79.71428571428571,76.75,67.0,67.5,62.0,56.5,90.0,93.5,93.5,61.0,64.42857142857143,62.25
2010-07-17,1,93,71,82.0,8.0,63,70.0,0.0,17.0,431.0,1925.0,0.0,29.18,29.89,5.6,28,6.9,2010,7,17,2,92,71,82.0,8.0,64,70.0,0.0,17.0,431.0,1925.0,0.0,29.24,29.87,1.4,26,6.4,0.0,1.3949999999999954,4.239999999999992,17.795000000000005,82.0,80.21428571428571,76.96428571428571,67.3,71.0,65.0,56.5,92.5,93.5,93.5,63.5,65.03571428571429,62.357142857142854
2010-07-18,1,92,72,82.0,8.0,69,73.0,0.0,17.0,432.0,1924.0,0.01,29.1,29.82,7.0,25,9.7,2010,7,18,2,91,74,83.0,9.0,69,73.0,0.0,18.0,432.0,1924.0,0.29,29.16,29.8,7.1,24,9.2,0.15,1.5299999999999954,4.389999999999993,17.905000000000005,82.5,80.32142857142857,77.28571428571429,67.58888888888889,73.0,65.0,56.5,91.5,93.5,93.5,69.0,65.28571428571429,62.660714285714285
2010-07-19,1,84,69,77.0,3.0,66,70.0,0.0,12.0,433.0,1923.0,0.01,29.18,29.89,2.3,24,4.9,2010,7,19,2,84,72,78.0,4.0,66,70.0,0.0,13.0,433.0,1923.0,0.01,29.23,29.87,3.4,23,4.9,0.01,1.5399999999999954,4.089999999999993,17.905000000000005,77.5,79.78571428571429,77.32142857142857,67.75555555555556,70.5,65.0,56.5,84.0,93.5,93.5,66.0,65.46428571428571,62.660714285714285
2010-07-20,1,86,68,77.0,3.0,68,70.0,0.0,12.0,433.0,1923.0,0.0,29.21,29.92,5.4,23,7.2,2010,7,20,2,85,69,77.0,3.0,66,70.0,0.0,12.0,433.0,1923.0,0.0,29.26,29.9,7.0,23,7.9,0.0,1.3349999999999953,4.089999999999993,16.970000000000006,77.0,79.39285714285714,77.30357142857143,68.01666666666667,68.5,65.0,56.5,85.5,93.5,93.5,67.0,65.35714285714286,62.625
2010-07-21,1,91,72,82.0,8.0,65,70.0,0.0,17.0,434.0,1922.0,0.0,29.29,30.0,4.7,31,6.8,2010,7,21,2,90,73,82.0,8.0,66,71.0,0.0,17.0,434.0,1922.0,0.0,29.35,29.98,1.8,30,6.3,0.0,1.2099999999999953,3.039999999999993,15.880000000000006,82.0,79.35714285714286,77.46428571428571,68.34444444444445,72.5,65.0,56.5,90.5,92.5,93.5,65.5,65.07142857142857,62.482142857142854
2010-07-22,1,90,69,80.0,6.0,71,74.0,0.0,15.0,435.0,1921.0,0.01,29.16,29.89,10.8,20,11.9,2010,7,22,2,90,72,81.0,7.0,70,74.0,0.0,16.0,435.0,1921.0,0.02,29.23,29.88,8.2,20,9.0,0.015,1.0699999999999952,3.054999999999993,15.850000000000007,80.5,79.32142857142857,77.69642857142857,68.75,70.5,65.0,56.5,90.0,92.5,93.5,70.5,65.14285714285714,62.875
2010-07-23,1,94,70,82.0,8.0,71,74.0,0.0,17.0,436.0,1920.0,2.79,29.15,29.85,11.2,24,11.8,2010,7,23,2,95,71,83.0,9.0,71,74.0,0.0,18.0,436.0,1920.0,3.15,29.23,29.83,9.6,24,11.0,2.9699999999999998,4.039999999999995,6.024999999999993,18.56500000000001,82.5,79.53571428571429,78.0,69.07222222222222,70.5,65.0,56.5,94.5,94.5,94.5,71.0,66.0,63.214285714285715
2010-07-24,1,87,69,78.0,4.0,71,73.0,0.0,13.0,437.0,1919.0,3.64,29.16,29.86,2.6,28,8.9,2010,7,24,2,87,69,78.0,4.0,70,72.0,0.0,13.0,437.0,1919.0,4.73,29.21,29.84,2.9,23,10.1,4.1850000000000005,8.219999999999994,9.434999999999993,22.630000000000006,78.0,79.46428571428571,78.0,69.35555555555555,69.0,65.0,56.5,87.0,94.5,94.5,70.5,66.75,63.392857142857146
2010-07-25,1,81,66,74.0,0.0,59,65.0,0.0,9.0,438.0,1918.0,0.0,29.36,30.06,8.7,2,9.2,2010,7,25,2,81,68,75.0,1.0,60,66.0,0.0,10.0,438.0,1918.0,0.52,29.41,30.03,9.2,2,9.6,0.26,7.699999999999993,8.984999999999992,22.78000000000001,74.5,79.35714285714286,77.82142857142857,69.63888888888889,67.0,65.0,56.5,81.0,94.5,94.5,59.5,66.53571428571429,63.035714285714285
2010-07-26,1,84,61,73.0,-1.0,62,67.0,0.0,8.0,439.0,1918.0,0.0,29.38,30.09,4.5,12,5.2,2010,7,26,2,84,64,74.0,0.0,62,67.0,0.0,9.0,439.0,1918.0,0.0,29.43,30.07,4.8,12,5.4,0.0,7.689999999999993,8.984999999999992,22.78000000000001,73.5,79.25,77.82142857142857,69.85555555555555,62.5,62.5,56.5,84.0,94.5,94.5,62.0,66.35714285714286,63.142857142857146
2010-07-27,1,88,68,78.0,4.0,67,71.0,0.0,13.0,440.0,1917.0,0.0,29.28,30.01,5.6,21,6.4,2010,7,27,2,88,71,80.0,6.0,66,71.0,0.0,15.0,440.0,1917.0,0.0,29.34,29.99,6.0,21,6.7,0.0,7.5949999999999935,8.984999999999992,21.95500000000001,79.0,79.35714285714286,78.23214285714286,70.13333333333334,69.5,62.5,56.5,88.0,94.5,94.5,66.5,66.5,63.642857142857146
2010-07-28,1,88,73,81.0,7.0,71,74.0,0.0,16.0,441.0,1916.0,0.0,29.24,29.94,6.8,28,9.3,2010,7,28,2,91,77,84.0,10.0,71,75.0,0.0,19.0,441.0,1916.0,0.0,29.3,29.92,5.2,25,8.8,0.0,7.5949999999999935,8.984999999999992,20.97500000000001,82.5,79.46428571428571,78.80357142857143,70.41111111111111,75.0,62.5,56.5,89.5,94.5,94.5,71.0,66.57142857142857,64.39285714285714
2010-07-29,1,82,67,75.0,1.0,58,65.0,0.0,10.0,442.0,1915.0,0.0,29.36,30.07,6.0,5,7.0,2010,7,29,2,81,69,75.0,1.0,59,65.0,0.0,10.0,442.0,1915.0,0.0,29.41,30.05,6.1,6,7.8,0.0,7.589999999999994,8.984999999999992,20.965000000000007,75.0,78.96428571428571,79.08928571428571,70.78333333333333,68.0,62.5,60.5,81.5,94.5,94.5,58.5,65.82142857142857,64.78571428571429
2010-07-30,1,80,69,75.0,1.0,60,65.0,0.0,10.0,443.0,1914.0,0.0,29.25,29.98,5.5,17,6.1,2010,7,30,2,79,71,75.0,1.0,59,65.0,0.0,10.0,443.0,1914.0,0.0,29.31,29.97,5.1,16,5.8,0.0,7.589999999999994,8.984999999999992,20.90500000000001,75.0,78.67857142857143,79.19642857142857,70.89444444444445,70.0,62.5,62.0,79.5,94.5,94.5,59.5,65.71428571428571,65.07142857142857
2010-07-31,1,80,65,73.0,-1.0,64,67.0,0.0,8.0,444.0,1913.0,0.68,29.14,29.86,3.6,13,5.8,2010,7,31,2,78,65,72.0,-2.0,63,66.0,0.0,7.0,444.0,1913.0,0.6,29.21,29.84,3.1,14,4.8,0.64,8.229999999999993,9.624999999999993,20.925000000000008,72.5,78.0,79.10714285714286,71.02222222222223,65.0,62.5,62.5,79.0,94.5,94.5,63.5,65.71428571428571,65.375
2010-08-01,1,86,65,76.0,3.0,65,68.0,0.0,11.0,445.0,1911.0,0.0,29.23,29.94,2.4,13,4.1,2010,8,1,2,84,66,75.0,2.0,64,68.0,0.0,10.0,445.0,1911.0,0.0,29.29,29.93,2.2,11,3.9,0.0,8.079999999999993,9.609999999999992,20.925000000000008,75.5,77.5,78.91071428571429,71.17777777777778,65.5,62.5,62.5,85.0,94.5,94.5,64.5,65.39285714285714,65.33928571428571
2010-08-02,1,84,67,76.0,3.0,67,70.0,0.0,11.0,446.0,1910.0,0.08,29.26,29.96,6.3,21,6.8,2010,8,2,2,84,70,77.0,4.0,66,70.0,0.0,12.0,446.0,1910.0,0.08,29.31,29.94,5.4,21,6.2,0.08,8.149999999999993,9.689999999999992,21.005000000000006,76.5,77.42857142857143,78.60714285714286,71.29444444444445,68.5,62.5,62.5,84.0,94.5,94.5,66.5,65.42857142857143,65.44642857142857
2010-08-03,1,86,66,76.0,3.0,71,73.0,0.0,11.0,447.0,1909.0,0.28,29.2,29.91,2.6,21,3.3,2010,8,3,2,87,65,76.0,3.0,70,73.0,0.0,11.0,447.0,1909.0,1.6,29.24,29.89,2.3,20,3.6,0.9400000000000001,9.089999999999993,10.424999999999992,21.945000000000007,76.0,77.35714285714286,78.375,71.42222222222222,65.5,62.5,62.5,86.5,94.5,94.5,70.5,65.67857142857143,65.51785714285714
2010-08-04,1,83,71,77.0,4.0,72,73.0,0.0,12.0,448.0,1908.0,0.48,29.15,29.85,4.1,27,4.9,2010,8,4,2,81,71,76.0,3.0,71,73.0,0.0,11.0,448.0,1908.0,0.57,29.21,29.83,3.6,26,4.2,0.5249999999999999,9.614999999999993,10.824999999999992,22.440000000000005,76.5,76.96428571428571,78.16071428571429,71.66666666666667,71.0,62.5,62.5,82.0,94.5,94.5,71.5,66.10714285714286,65.58928571428571
2010-08-05,1,83,68,76.0,3.0,62,67.0,0.0,11.0,449.0,1907.0,0.0,29.13,29.84,10.6,29,10.9,2010,8,5,2,84,68,76.0,3.0,62,67.0,0.0,11.0,449.0,1907.0,0.0,29.19,29.82,9.5,29,9.8,0.0,9.599999999999993,10.669999999999993,21.710000000000004,76.0,76.64285714285714,77.98214285714286,71.92777777777778,68.0,62.5,62.5,83.5,94.5,94.5,62.0,65.5,65.32142857142857
2010-08-06,1,82,64,73.0,0.0,59,64.0,0.0,8.0,450.0,1906.0,0.0,29.22,29.93,6.3,29,6.5,2010,8,6,2,82,64,73.0,0.0,58,64.0,0.0,8.0,450.0,1906.0,0.0,29.28,29.91,5.9,29,6.3,0.0,6.629999999999993,10.669999999999993,21.660000000000004,73.0,75.96428571428571,77.75,72.22777777777777,64.0,62.5,62.5,82.0,89.5,94.5,58.5,64.60714285714286,65.30357142857143
2010-08-07,1,83,62,73.0,0.0,64,68.0,0.0,8.0,451.0,1904.0,0.0,29.2,29.92,7.6,23,8.0,2010,8,7,2,84,66,75.0,2.0,63,67.0,0.0,10.0,451.0,1904.0,0.0,29.26,29.91,7.1,23,7.5,0.0,2.4449999999999923,10.664999999999992,21.660000000000004,74.0,75.67857142857143,77.57142857142857,72.52222222222223,64.0,62.5,62.5,83.5,89.5,94.5,63.5,64.10714285714286,65.42857142857143
2010-08-08,1,87,69,78.0,5.0,67,70.0,0.0,13.0,452.0,1903.0,0.08,29.13,29.86,9.3,22,9.9,2010,8,8,2,87,71,79.0,6.0,66,70.0,0.0,14.0,452.0,1903.0,0.05,29.21,29.85,8.6,21,9.3,0.065,2.249999999999992,9.949999999999992,21.725000000000005,78.5,75.96428571428571,77.66071428571429,72.83333333333333,70.0,62.5,62.5,87.0,89.5,94.5,66.5,64.60714285714286,65.57142857142857
2010-08-09,1,88,72,80.0,7.0,71,74.0,0.0,15.0,453.0,1902.0,0.15,29.2,29.9,4.1,24,7.1,2010,8,9,2,89,75,82.0,9.0,69,73.0,0.0,17.0,453.0,1902.0,0.15,29.26,29.88,4.4,24,6.5,0.15,2.399999999999992,10.089999999999993,21.030000000000005,81.0,76.5,77.875,73.17777777777778,73.5,64.0,62.5,88.5,89.5,94.5,70.0,65.17857142857143,65.76785714285714
2010-08-10,1,89,75,82.0,9.0,71,74.0,0.0,17.0,454.0,1900.0,0.0,29.23,29.93,4.4,7,4.9,2010,8,10,2,88,77,83.0,10.0,71,74.0,0.0,18.0,454.0,1900.0,0.0,29.28,29.91,5.5,8,5.9,0.0,2.399999999999992,9.994999999999992,20.900000000000006,82.5,76.75,78.05357142857143,73.55,76.0,64.0,62.5,88.5,89.5,94.5,71.0,65.5,66.0
2010-08-11,1,90,75,83.0,10.0,70,74.0,0.0,18.0,455.0,1859.0,0.0,29.13,29.84,4.2,28,6.0,2010,8,11,2,90,77,84.0,11.0,69,74.0,0.0,19.0,455.0,1859.0,0.0,29.2,29.82,5.2,27,7.4,0.0,2.399999999999992,9.994999999999992,19.670000000000005,83.5,76.82142857142857,78.14285714285714,73.78333333333333,76.0,64.0,62.5,90.0,90.0,94.5,69.5,65.39285714285714,65.98214285714286
2010-08-12,1,92,74,83.0,10.0,70,74.0,0.0,18.0,456.0,1858.0,0.0,29.13,29.83,3.3,10,5.7,2010,8,12,2,89,75,82.0,9.0,69,74.0,0.0,17.0,456.0,1858.0,0.0,29.18,29.81,3.3,8,5.7,0.0,2.399999999999992,9.989999999999991,19.670000000000005,82.5,77.35714285714286,78.16071428571429,74.06111111111112,74.5,64.0,62.5,90.5,90.5,94.5,69.5,66.17857142857143,66.0
2010-08-13,1,92,73,83.0,10.0,70,74.0,0.0,18.0,457.0,1856.0,0.25,29.07,29.78,7.2,18,7.6,2010,8,13,2,93,72,83.0,10.0,70,74.0,0.0,18.0,457.0,1856.0,0.66,29.13,29.76,7.4,17,9.0,0.455,2.854999999999992,10.444999999999991,20.125000000000004,83.0,77.92857142857143,78.30357142857143,74.38888888888889,72.5,64.0,62.5,92.5,92.5,94.5,70.0,66.92857142857143,66.32142857142857
2010-08-14,1,88,72,80.0,8.0,69,73.0,0.0,15.0,458.0,1855.0,0.0,29.11,29.82,3.6,25,5.0,2010,8,14,2,88,72,80.0,8.0,68,72.0,0.0,15.0,458.0,1855.0,0.0,29.18,29.8,2.8,22,4.2,0.0,2.214999999999992,10.444999999999991,20.125000000000004,80.0,78.46428571428571,78.23214285714286,74.66666666666667,72.0,64.0,62.5,88.0,92.5,94.5,68.5,67.28571428571429,66.5
2010-08-15,1,83,66,75.0,3.0,62,67.0,0.0,10.0,459.0,1854.0,0.0,29.21,29.9,8.1,29,8.8,2010,8,15,2,84,67,76.0,4.0,62,68.0,0.0,11.0,459.0,1854.0,0.0,29.26,29.88,8.5,29,9.3,0.0,2.214999999999992,10.294999999999991,20.065000000000005,75.5,78.46428571428571,77.98214285714286,74.89444444444445,66.5,64.0,62.5,83.5,92.5,94.5,62.0,67.10714285714286,66.25
2010-08-16,1,80,63,72.0,0.0,54,62.0,0.0,7.0,500.0,1852.0,0.0,29.31,30.01,8.6,28,9.3,2010,8,16,2,80,64,72.0,0.0,54,62.0,0.0,7.0,500.0,1852.0,0.0,29.36,30.0,9.3,27,9.9,0.0,2.134999999999992,10.284999999999991,20.065000000000005,72.0,78.14285714285714,77.78571428571429,75.07222222222222,63.5,63.5,62.5,80.0,92.5,94.5,54.0,66.21428571428571,65.82142857142857
2010-08-17,1,79,64,72.0,0.0,57,63.0,0.0,7.0,501.0,1851.0,0.03,29.36,30.07,4.5,30,6.1,2010,8,17,2,79,65,72.0,0.0,57,63.0,0.0,7.0,501.0,1851.0,0.03,29.41,30.05,3.8,28,6.0,0.03,1.2249999999999917,10.31499999999999,20.095000000000006,72.0,77.85714285714286,77.60714285714286,75.21111111111111,64.5,63.5,62.5,79.0,92.5,94.5,57.0,65.25,65.46428571428571
2010-08-18,1,84,63,74.0,2.0,61,66.0,0.0,9.0,502.0,1849.0,0.05,29.29,30.02,1.5,20,3.5,2010,8,18,2,83,64,74.0,2.0,60,65.0,0.0,9.0,502.0,1849.0,0.04,29.34,30.0,1.2,18,3.4,0.045,0.7449999999999917,10.35999999999999,20.070000000000007,74.0,77.67857142857143,77.32142857142857,75.35,63.5,63.5,62.5,83.5,92.5,94.5,60.5,64.46428571428571,65.28571428571429
2010-08-19,1,88,66,77.0,6.0,65,69.0,0.0,12.0,503.0,1848.0,0.0,29.18,29.91,4.6,21,5.0,2010,8,19,2,87,69,78.0,7.0,63,69.0,0.0,13.0,503.0,1848.0,0.0,29.24,29.89,4.6,21,5.5,0.0,0.7449999999999917,10.34499999999999,19.765000000000008,77.5,77.78571428571429,77.21428571428571,75.49444444444444,67.5,63.5,62.5,87.5,92.5,94.5,64.0,64.60714285714286,65.05357142857143
2010-08-20,1,92,71,82.0,11.0,68,72.0,0.0,17.0,504.0,1846.0,0.03,29.11,29.81,10.5,19,11.2,2010,8,20,2,93,75,84.0,13.0,66,71.0,0.0,19.0,504.0,1846.0,0.03,29.16,29.8,10.0,19,10.5,0.03,0.7749999999999917,7.40499999999999,19.79000000000001,83.0,78.5,77.23214285714286,75.68888888888888,73.0,63.5,62.5,92.5,92.5,92.5,67.0,65.21428571428571,64.91071428571429
2010-08-21,1,86,71,79.0,8.0,69,72.0,0.0,14.0,505.0,1845.0,0.45,29.13,29.83,2.6,33,6.0,2010,8,21,2,86,71,79.0,8.0,68,71.0,0.0,14.0,505.0,1845.0,0.59,29.2,29.81,2.6,35,5.2,0.52,1.2949999999999917,3.7399999999999896,20.31000000000001,79.0,78.85714285714286,77.26785714285714,75.71666666666667,71.0,63.5,62.5,86.0,92.5,92.5,68.5,65.57142857142857,64.83928571428571
2010-08-22,1,81,68,75.0,4.0,64,67.0,0.0,10.0,506.0,1843.0,0.0,29.35,30.05,7.9,3,8.5,2010,8,22,2,80,68,74.0,3.0,64,68.0,0.0,9.0,506.0,1843.0,0.0,29.4,30.02,9.4,2,10.3,0.0,1.2299999999999918,3.4799999999999898,20.31000000000001,74.5,78.57142857142857,77.26785714285714,75.63888888888889,68.0,63.5,62.5,80.5,92.5,92.5,64.0,65.39285714285714,65.0
2010-08-23,1,80,65,73.0,2.0,63,67.0,0.0,8.0,508.0,1842.0,0.0,29.34,30.06,6.0,4,7.3,2010,8,23,2,78,67,73.0,2.0,63,67.0,0.0,8.0,508.0,1842.0,0.0,29.4,30.04,6.9,7,8.1,0.0,1.0799999999999919,3.4799999999999898,20.31000000000001,73.0,78.0,77.25,75.57222222222222,66.0,63.5,63.5,79.0,92.5,92.5,63.0,64.89285714285714,65.03571428571429
2010-08-24,1,84,64,74.0,3.0,62,66.0,0.0,9.0,509.0,1840.0,0.0,29.29,30.02,1.2,4,5.8,2010,8,24,2,81,68,75.0,4.0,61,66.0,0.0,10.0,509.0,1840.0,0.0,29.35,30.0,2.4,8,5.3,0.0,1.0799999999999919,3.4799999999999898,20.31000000000001,74.5,77.42857142857143,77.08928571428571,75.53888888888889,66.0,63.5,63.5,82.5,92.5,92.5,61.5,64.21428571428571,64.85714285714286
